url,slug,path,exists_in_sitemap,exists_in_db,exists_in_live_crawl,exists_in_internal_links,db_page_id,live_status_code,canonical,canonical_ok,robots_meta,indexable,title,title_duplicate_group,meta_description,meta_duplicate_group,h1,h1_duplicate_group,h2,word_count_main_content,word_count_body_total,page_type,service_detected,location_detected,intent_detected,internal_links_in_count,internal_links_out_count,orphan_risk,images_count,images_missing_alt,schema_types_detected,cta_detected,contact_link_detected,pricing_or_package_detected,faq_visible,faq_schema_detected,reviews_or_trust_detected,issues,recommendation
"https://www.kassia.ro","/","/",true,false,true,true,"",200,"https://www.kassia.ro/",true,"index, follow",true,"Organizare petreceri copii și decoruri baloane București | Kassia Events","","Kassia Events organizează petreceri pentru copii în București și Ilfov, cu animatori, mascote, activități interactive și decoruri cu baloane adaptate evenimentului.","","Kassia Events: organizare petreceri pentru copii și decoruri cu baloane","","Alege Serviciul Dorit; Primul eveniment important; Decoruri pentru momente speciale; Decor pentru compania ta; Etapele unei colaborări; Trimite detaliile petrecerii; Detalii pentru programele cu animatori; Întrebări Frecvente",1081,5466,"homepage","","","",5,104,false,42,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/decoratiuni-baloane-majorat-bucuresti","/decoratiuni-baloane-majorat-bucuresti","/decoratiuni-baloane-majorat-bucuresti",true,false,true,true,"",200,"https://www.kassia.ro/decoratiuni-baloane-majorat-bucuresti/",true,"index, follow",true,"Decorațiuni Baloane Majorat București și Ilfov | Kassia Events","","Decorațiuni cu baloane pentru majorat în București și Ilfov. Panouri foto, arcade, cifre 18, baloane cu heliu și decoruri personalizate pentru petreceri reușite.","","Decorațiuni cu baloane pentru majorat în București și Ilfov","","Decor expresiv pentru petrecerea de 18 ani; Panou foto și zonă instagramabilă pentru majorat; Cifre 18, baloane cu heliu și buchete festive; Arcade și decor pentru intrare, candy bar sau scenă; Tematici, culori și stiluri pentru majorat; Montaj la locație și ofertă personalizată; Întrebări Frecvente",936,4550,"service","","","",5,82,false,27,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/decoratiuni-baloane-aniversare-copii-bucuresti","/decoratiuni-baloane-aniversare-copii-bucuresti","/decoratiuni-baloane-aniversare-copii-bucuresti",true,false,true,true,"",200,"https://www.kassia.ro/decoratiuni-baloane-aniversare-copii-bucuresti/",true,"index, follow",true,"Decorațiuni Baloane Aniversare Copii București | Kassia Events","","Decorațiuni cu baloane pentru aniversări de copii în București și Ilfov. Panouri foto, arcade, baloane cu heliu, candy bar și decoruri tematice personalizate.","","Decorațiuni cu baloane pentru aniversare copii în București și Ilfov","","Decoruri tematice pentru petreceri de copii; Panou foto pentru aniversare copii; Baloane cu heliu, cifre și buchete colorate; Arcade și decor pentru candy bar sau masa de tort; Culori, vârstă și stilul petrecerii; Montaj la locație și ofertă personalizată; Întrebări Frecvente",888,4507,"service","","","",5,84,false,27,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/arcada-baloane-bucuresti","/arcada-baloane-bucuresti","/arcada-baloane-bucuresti",true,false,true,true,"",200,"https://www.kassia.ro/arcada-baloane-bucuresti/",true,"index, follow",true,"Arcade din Baloane București și Ilfov | Kassia Events","","Arcade din baloane pentru evenimente în București și Ilfov. Decoruri organice pentru botezuri, nunți, aniversări, candy bar, panouri foto și intrări elegante.","","Arcade din baloane în București și Ilfov","","Unde se pot folosi arcadele din baloane; Arcade organice, semi-arcade și decoruri personalizate; Arcade din baloane pentru botez, nuntă și aniversări; Cum alegem culorile și dimensiunea arcadei; Montaj la locație în București și Ilfov; Întrebări Frecvente",865,4396,"service","","","",5,73,false,26,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/animatori-gradinita-bucuresti","/animatori-gradinita-bucuresti","/animatori-gradinita-bucuresti",true,false,true,false,"",200,"https://www.kassia.ro/animatori-gradinita-bucuresti/",true,"index, follow",true,"Animatori grădiniță București | Activități copii | Kassia","","Animatori pentru grădinițe, serbări și activități pentru copii în București. Jocuri interactive, mini-disco, personaje și activități adaptate vârstei preșcolare.","","Animatori pentru grădinițe în București","","De ce să aduci animatori la evenimentele de la grădiniță?; Activități incluse în pachetele de animație; Personalizare în funcție de vârstă; Rezervă un program special pentru serbarea de la grădiniță; Întrebări Frecvente",712,4118,"service","","","",0,69,true,20,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/animatori-evenimente-copii-bucuresti","/animatori-evenimente-copii-bucuresti","/animatori-evenimente-copii-bucuresti",true,false,true,false,"",200,"https://www.kassia.ro/animatori-evenimente-copii-bucuresti/",true,"index, follow",true,"Animatori evenimente copii București | Petreceri | Kassia","","Animatori pentru evenimente cu copii în București și Ilfov, potriviți pentru serbări, petreceri private, inaugurări și evenimente speciale.","","Animatori pentru evenimente cu copii în București","","De ce să chemi animatori la un eveniment cu copii?; Activități incluse în pachetele de animație; Personalizare în funcție de vârstă; Rezervă animatori pentru evenimentul tău din București; Întrebări Frecvente",711,4112,"service","","","",0,69,true,20,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/animatori-botez-bucuresti","/animatori-botez-bucuresti","/animatori-botez-bucuresti",true,false,true,false,"",200,"https://www.kassia.ro/animatori-botez-bucuresti/",true,"index, follow",true,"Animatori botez București | Activități copii la botez | Kassia","","Programe cu animatori pentru botezuri în București și Ilfov, cu jocuri, personaje, pictură pe față și activități pentru copiii invitați.","","Animatori pentru botezuri în București","","De ce să chemi animatori la un botez în București?; Activități incluse în pachetele de animație; Personalizare în funcție de vârstă; Rezervă animatori pentru botezul copilului tău; Întrebări Frecvente",709,4111,"service","","","",0,69,true,20,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/arcada-baloane-botez-bucuresti","/arcada-baloane-botez-bucuresti","/arcada-baloane-botez-bucuresti",true,false,true,true,"",200,"https://www.kassia.ro/arcada-baloane-botez-bucuresti/",true,"index, follow",true,"Arcadă Baloane Botez București și Ilfov | Kassia Events","","Arcadă din baloane pentru botez în București și Ilfov. Decoruri pastel, organice, pentru intrare, candy bar, panou foto și masa de tort.","","Arcadă din baloane pentru botez în București și Ilfov","","Arcadă organică pentru intrare sau zona principală; Arcadă pentru panou foto la botez; Arcadă pentru candy bar sau masa de tort; Culori potrivite pentru botez de fetiță, băiețel sau tematică neutră; Arcadă combinată cu baloane cu heliu și buchete; Montaj la locație și ofertă personalizată; Plănuiești un botez curând?; Întrebări Frecvente",800,4447,"service","","","",5,83,false,27,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/jocuri-muzicale-copii-bucuresti","/jocuri-muzicale-copii-bucuresti","/jocuri-muzicale-copii-bucuresti",true,false,true,false,"",200,"https://www.kassia.ro/jocuri-muzicale-copii-bucuresti/",true,"index, follow",true,"Animatori Petreceri Copii jocuri muzicale copii bucuresti | Kassia","","Cauți animatori pentru petreceri copii în jocuri muzicale copii bucuresti? Descoperă pachetele noastre cu personaje, jocuri interactive, pictură pe față și modelaj baloane.","","Animatori Petreceri Copii jocuri muzicale copii bucuresti","","De ce să alegi animatori pentru jocuri muzicale copii bucuresti?; Activități incluse în pachetele de animație; Personalizare în funcție de vârstă; Rezervă acum pentru petrecerea ta în jocuri muzicale copii bucuresti; Întrebări Frecvente",725,4152,"service","","","",0,69,true,20,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/modelaj-baloane-copii-bucuresti","/modelaj-baloane-copii-bucuresti","/modelaj-baloane-copii-bucuresti",true,false,true,true,"",200,"https://www.kassia.ro/modelaj-baloane-copii-bucuresti/",true,"index, follow",true,"Modelaj Baloane pentru Petreceri Copii in Bucuresti si Ilfov","","Adu zambete la petrecerea copilului tau cu serviciul de modelaj baloane in Bucuresti si Ilfov. Săbii, floricele, animale și coronițe create de animatori talentati.","","Modelaj de Baloane pentru Petreceri Copii în București și Ilfov","","Rolul modelajului de baloane în dinamica petrecerii; Figurine modelate pentru copii la petreceri; Organizarea activității de modelare a baloanelor; Integrarea modelajului în tematica evenimentului; Servicii de modelaj la diverse tipuri de evenimente; Cum solicitați activitatea de modelaj; Întrebări Frecvente",1129,4732,"service","","","",5,68,false,23,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/panou-foto-baloane-botez-bucuresti","/panou-foto-baloane-botez-bucuresti","/panou-foto-baloane-botez-bucuresti",true,false,true,true,"",200,"https://www.kassia.ro/panou-foto-baloane-botez-bucuresti/",true,"index, follow",true,"Panou Foto Baloane Botez București și Ilfov | Photo Corner","","Panou foto cu baloane pentru botez în București și Ilfov. Alege un photo corner rotund, pastelat și elegant, integrat armonios alături de candy bar sau arcadă.","","Panou foto cu baloane pentru botez în București și Ilfov","","Un cadru foto pregătit pentru familie, nași și invitați; Forme potrivite pentru un decor de botez echilibrat; Culori calme pentru fotografii luminoase; Panou foto integrat cu masa de tort și candy bar-ul; Detalii personalizate fără încărcarea decorului; Montaj la restaurant, salon, terasă sau acasă; Vrei un panou foto pentru botez?; Întrebări Frecvente",884,4504,"service","","","",5,76,false,27,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/pictura-pe-fata-copii-bucuresti","/pictura-pe-fata-copii-bucuresti","/pictura-pe-fata-copii-bucuresti",true,false,true,true,"",200,"https://www.kassia.ro/pictura-pe-fata-copii-bucuresti/",true,"index, follow",true,"Pictura pe Fata (Face Painting) Petreceri Copii Bucuresti si Ilfov","","Pictură pe față pentru petreceri de copii în București și Ilfov, cu modele colorate și materiale potrivite pentru copii.","","Pictură pe Față pentru Petreceri de Copii în București și Ilfov","","Zâmbete Colorate și Transformări Magice; Importanța materialelor utilizate în pictura pe față; Ce modele pot alege copiii? O lume fără limite!; Cum se desfășoară sesiunea de pictură pe față la o petrecere?; Pictura pe față și limitările de vârstă; Activități speciale de pictură pe față; Planificarea activităților de pictură pe față în București și Ilfov; Întrebări Frecvente",1537,5108,"service","","","",5,71,false,20,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/buchete-baloane-aniversare-bucuresti","/buchete-baloane-aniversare-bucuresti","/buchete-baloane-aniversare-bucuresti",true,false,true,true,"",200,"https://www.kassia.ro/buchete-baloane-aniversare-bucuresti/",true,"index, follow",true,"Buchete Baloane Aniversare București și Ilfov | Kassia Events","","Buchete de baloane pentru aniversări în București și Ilfov. Aranjamente cu baloane decorative, folie, cifre, litere și baloane cu heliu pentru petreceri.","","Buchete de baloane pentru aniversare în București și Ilfov","","Buchete de baloane pentru cadou sau surpriză; Buchete cu cifre, litere și baloane folie; Buchete de baloane pentru copii, adulți și majorate; Culori și stiluri pentru buchete aniversare; Buchete integrate în decorul aniversării; Comandă buchete de baloane pentru aniversare; Întrebări Frecvente",894,4487,"service","","","",5,85,false,27,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/jocuri-interactive-copii-bucuresti","/jocuri-interactive-copii-bucuresti","/jocuri-interactive-copii-bucuresti",true,false,true,true,"",200,"https://www.kassia.ro/jocuri-interactive-copii-bucuresti/",true,"index, follow",true,"Jocuri Interactive si Concursuri Petreceri Copii Bucuresti si Ilfov","","Energie, rasete si multa miscare cu jocuri interactive pentru petreceri copii in Bucuresti si Ilfov. Program animatie plin de concursuri captivante.","","Jocuri Interactive și Concursuri pentru Petreceri Copii în București și Ilfov","","Secretul Unei Petreceri Pline de Energie; Rolul jocurilor interactive; Ce tipuri de activități includem în program?; Adaptarea la locațiile specifice; Cum integrăm jocurile în tematica petrecerii?; Organizarea cu atenție și abordarea empatică; Jocurile Interactive: Componenta de bază a fiecărui program; Întrebări Frecvente",1549,5198,"service","","","",5,68,false,20,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/mascote-petreceri-copii-bucuresti","/mascote-petreceri-copii-bucuresti","/mascote-petreceri-copii-bucuresti",true,false,true,true,"",200,"https://www.kassia.ro/mascote-petreceri-copii-bucuresti/",true,"index, follow",true,"Mascote Petreceri Copii Bucuresti si Ilfov | Inchirieri Mascote","","Inchirieri mascote de poveste pentru petreceri copii in Bucuresti si Ilfov. Surprize uriașe, dans, bucurie și fotografii spectaculoase cu mascote de pluș.","","Mascote  pentru Petreceri Copii în București și Ilfov","","Momentul Surpriză la Orice Eveniment; Ce aduce în plus o mascotă la o petrecere de copii?; Tipuri de mascote și personaje din care poți alege; Momentul potrivit pentru apariția mascotei; Combinația potrivită: Animator + Mascotă; Limitări logistice și sfaturi pentru locație; Concepte pentru evenimente de amploare; Cum stabiliți prezența unei mascote Kassia Events?; Mascote disponibile pentru petreceri de copii; Vezi catalogul de personaje disponibile; Întrebări Frecvente",1948,5623,"service","","","",5,69,false,20,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/animatori-mot-turta-bucuresti","/animatori-mot-turta-bucuresti","/animatori-mot-turta-bucuresti",true,false,true,false,"",200,"https://www.kassia.ro/animatori-mot-turta-bucuresti/",true,"index, follow",true,"Animatori moț și turtă București | Petreceri copii | Kassia","","Animatori pentru petreceri de moț și turtă în București și Ilfov, cu jocuri, personaje, pictură pe față și activități pentru copiii invitați.","","Animatori pentru petreceri de moț și turtă în București","","De ce să alegi animatori pentru petrecerea de moț sau turtă?; Activități incluse în pachetele de animație; Personalizare în funcție de vârstă; Rezervă animatori pentru petrecerea de moț sau turtă în București; Întrebări Frecvente",719,4129,"service","","","",0,69,true,20,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/pachet-animator-si-pictura-pe-fata-bucuresti","/pachet-animator-si-pictura-pe-fata-bucuresti","/pachet-animator-si-pictura-pe-fata-bucuresti",true,false,true,false,"",200,"https://www.kassia.ro/pachet-animator-si-pictura-pe-fata-bucuresti/",true,"index, follow",true,"Animatori Petreceri Copii pachet animator si pictura pe fata bucuresti | Kassia","","Cauți animatori pentru petreceri copii în pachet animator si pictura pe fata bucuresti? Descoperă pachetele noastre cu personaje, jocuri interactive, pictură pe față și modelaj baloane.","","Animatori Petreceri Copii pachet animator si pictura pe fata bucuresti","","De ce să alegi animatori pentru pachet animator si pictura pe fata bucuresti?; Activități incluse în pachetele de animație; Personalizare în funcție de vârstă; Rezervă acum pentru petrecerea ta în pachet animator si pictura pe fata bucuresti; Întrebări Frecvente",730,4166,"service","","","",0,69,true,20,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/arcada-baloane-majorat-bucuresti","/arcada-baloane-majorat-bucuresti","/arcada-baloane-majorat-bucuresti",true,false,true,true,"",200,"https://www.kassia.ro/arcada-baloane-majorat-bucuresti/",true,"index, follow",true,"Arcadă Baloane Majorat București și Ilfov | Kassia Events","","Arcadă din baloane pentru majorat în București și Ilfov. Decor glam cu baloane organice, cifre 18, panou foto și culori personalizate pentru petreceri.","","Arcadă din baloane pentru majorat în București și Ilfov","","Arcadă organică pentru intrare sau zona foto; Arcadă cu cifre 18 și baloane glam; Arcadă pentru panou foto sau candy bar; Culori elegante pentru arcadă de majorat; Arcadă combinată cu buchete și baloane cu heliu; Montaj la locație și ofertă personalizată; Întrebări Frecvente",908,4512,"service","","","",5,84,false,27,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/animatori-serbare-copii-bucuresti","/animatori-serbare-copii-bucuresti","/animatori-serbare-copii-bucuresti",true,false,true,false,"",200,"https://www.kassia.ro/animatori-serbare-copii-bucuresti/",true,"index, follow",true,"Animatori Petreceri Copii animatori serbare copii bucuresti | Kassia","","Cauți animatori pentru petreceri copii în animatori serbare copii bucuresti? Descoperă pachetele noastre cu personaje, jocuri interactive, pictură pe față și modelaj baloane.","","Animatori Petreceri Copii animatori serbare copii bucuresti","","De ce să alegi animatori pentru animatori serbare copii bucuresti?; Activități incluse în pachetele de animație; Personalizare în funcție de vârstă; Rezervă acum pentru petrecerea ta în animatori serbare copii bucuresti; Întrebări Frecvente",725,4152,"service","","","",0,69,true,20,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/animatori-eveniment-corporate-copii-bucuresti","/animatori-eveniment-corporate-copii-bucuresti","/animatori-eveniment-corporate-copii-bucuresti",true,false,true,false,"",200,"https://www.kassia.ro/animatori-eveniment-corporate-copii-bucuresti/",true,"index, follow",true,"Animatori copii evenimente corporate București | Kassia","","Animatori pentru copii la evenimente corporate, Family Day și petreceri de companie în București și Ilfov, cu jocuri interactive, mascote și activități adaptate grupului.","","Animatori pentru copii la evenimente corporate în București","","Activități pentru copiii invitați la evenimente corporate; Program adaptat pentru grupuri și vârste diferite; Organizare pentru sediu, sală de evenimente sau spațiu exterior; Cere o propunere pentru evenimentul companiei; Întrebări Frecvente",750,4271,"service","","","",0,69,true,24,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/animatori-petrecere-tematica-copii-bucuresti","/animatori-petrecere-tematica-copii-bucuresti","/animatori-petrecere-tematica-copii-bucuresti",true,false,true,false,"",200,"https://www.kassia.ro/animatori-petrecere-tematica-copii-bucuresti/",true,"index, follow",true,"Animatori Petreceri Copii animatori petrecere tematica copii bucuresti | Kassia","","Cauți animatori pentru petreceri copii în animatori petrecere tematica copii bucuresti? Descoperă pachetele noastre cu personaje, jocuri interactive, pictură pe față și modelaj baloane.","","Animatori Petreceri Copii animatori petrecere tematica copii bucuresti","","De ce să alegi animatori pentru animatori petrecere tematica copii bucuresti?; Activități incluse în pachetele de animație; Personalizare în funcție de vârstă; Rezervă acum pentru petrecerea ta în animatori petrecere tematica copii bucuresti; Întrebări Frecvente",730,4166,"service","","","",0,69,true,20,0,"",true,true,true,true,false,false,"","KEEP"
"https://www.kassia.ro/pachet-animator-si-jocuri-copii-bucuresti","/pachet-animator-si-jocuri-copii-bucuresti","/pachet-animator-si-jocuri-copii-bucuresti",true,false,true,false,"",200,"https://www.kassia.ro/pachet-animator-si-jocuri-copii-bucuresti/",true,"index, follow",true,"Animatori Petreceri Copii pachet animator si jocuri copii bucuresti | Kassia","","Cauți animatori pentru petreceri copii în pachet animator si jocuri copii bucuresti? Descoperă pachetele noastre cu personaje, jocuri interactive, pictură pe față și modelaj baloane.","","Animatori Petreceri Copii pachet animator si jocuri copii bucuresti","","De ce să alegi animatori pentru pachet animator si jocuri copii bucuresti?; Activități incluse în pachetele de animație; Personalizare în funcție de vârstă; Rezervă acum pentru petrecerea ta în pachet animator si jocuri copii bucuresti; Întrebări Frecvente",730,4166,"service","","","",0,69,true,20,0,"",true,true,true,true,false,false,"","KEEP"
