url,db_id,title,h1,service,location,word_count,canonical,indexable,in_sitemap,internal_links_in,content_quality,cannibalization_risk,reason,priority
"https://www.kassia.ro/animatori-copii-popesti-leordeni","57a509a4-dc0b-4e49-9bdb-634ca34a59e8","Animatori Petreceri Copii animatori copii popesti leordeni | Kassia","Animatori Petreceri Copii animatori copii popesti leordeni","animatori","leordeni",727,"https://www.kassia.ro/animatori-copii-popesti-leordeni/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-copii-darasti-ilfov","1e936b06-f607-4f57-a8bf-31acd6c7babc","Animatori Petreceri Copii animatori copii darasti ilfov | Kassia","Animatori Petreceri Copii animatori copii darasti ilfov","animatori","ilfov",727,"https://www.kassia.ro/animatori-copii-darasti-ilfov/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-copii-moara-vlasiei","b77793c2-b7b8-4ff1-a218-c2b1a06220b5","Animatori Petreceri Copii animatori copii moara vlasiei | Kassia","Animatori Petreceri Copii animatori copii moara vlasiei","animatori","vlasiei",727,"https://www.kassia.ro/animatori-copii-moara-vlasiei/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-copii-dragomiresti-vale","a60ac9de-105a-4539-825e-d5561818cb32","Animatori Petreceri Copii animatori copii dragomiresti vale | Kassia","Animatori Petreceri Copii animatori copii dragomiresti vale","animatori","vale",727,"https://www.kassia.ro/animatori-copii-dragomiresti-vale/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-copii-pantelimon-ilfov","d6e1a132-716f-45b4-af6d-933def787265","Animatori Petreceri Copii animatori copii pantelimon ilfov | Kassia","Animatori Petreceri Copii animatori copii pantelimon ilfov","animatori","ilfov",727,"https://www.kassia.ro/animatori-copii-pantelimon-ilfov/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-petrecere-5-ani-bucuresti","3824b76d-b6c4-4cc7-af29-f065719cd8ba","Animatori Petreceri Copii animatori petrecere 5 ani bucuresti | Kassia","Animatori Petreceri Copii animatori petrecere 5 ani bucuresti","animatori","bucuresti",725,"https://www.kassia.ro/animatori-petrecere-5-ani-bucuresti/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-petrecere-9-ani-bucuresti","a0894ddc-6848-4f76-b1b4-7e190795c1c9","Animatori Petreceri Copii animatori petrecere 9 ani bucuresti | Kassia","Animatori Petreceri Copii animatori petrecere 9 ani bucuresti","animatori","bucuresti",725,"https://www.kassia.ro/animatori-petrecere-9-ani-bucuresti/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-cu-concursuri-copii-bucuresti","b7c8841b-96c5-4213-8b02-d9add488b8c4","Animatori Petreceri Copii animatori cu concursuri copii bucuresti | Kassia","Animatori Petreceri Copii animatori cu concursuri copii bucuresti","animatori","bucuresti",725,"https://www.kassia.ro/animatori-cu-concursuri-copii-bucuresti/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-after-school-bucuresti","f147e5d6-a5fd-4e2d-8bc5-01b41aac5a1e","Animatori Petreceri Copii animatori after school bucuresti | Kassia","Animatori Petreceri Copii animatori after school bucuresti","animatori","bucuresti",725,"https://www.kassia.ro/animatori-after-school-bucuresti/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-petrecere-3-ani-bucuresti","a979f91f-5466-402e-a7ba-544da77388e0","Animatori Petreceri Copii animatori petrecere 3 ani bucuresti | Kassia","Animatori Petreceri Copii animatori petrecere 3 ani bucuresti","animatori","bucuresti",725,"https://www.kassia.ro/animatori-petrecere-3-ani-bucuresti/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-petrecere-6-ani-bucuresti","2af73851-0faa-4542-9d34-50f7cf6093a0","Animatori Petreceri Copii animatori petrecere 6 ani bucuresti | Kassia","Animatori Petreceri Copii animatori petrecere 6 ani bucuresti","animatori","bucuresti",725,"https://www.kassia.ro/animatori-petrecere-6-ani-bucuresti/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-petrecere-7-ani-bucuresti","3cc63590-f747-402c-bb10-9ce0d1c39417","Animatori Petreceri Copii animatori petrecere 7 ani bucuresti | Kassia","Animatori Petreceri Copii animatori petrecere 7 ani bucuresti","animatori","bucuresti",725,"https://www.kassia.ro/animatori-petrecere-7-ani-bucuresti/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-petrecere-12-ani-bucuresti","c8d1fd70-78a2-4868-a624-20e7aad20ca9","Animatori Petreceri Copii animatori petrecere 12 ani bucuresti | Kassia","Animatori Petreceri Copii animatori petrecere 12 ani bucuresti","animatori","bucuresti",725,"https://www.kassia.ro/animatori-petrecere-12-ani-bucuresti/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-family-day-bucuresti","61489056-5af7-4835-aaed-3bf6cf56ce94","Animatori Petreceri Copii animatori family day bucuresti | Kassia","Animatori Petreceri Copii animatori family day bucuresti","animatori","bucuresti",725,"https://www.kassia.ro/animatori-family-day-bucuresti/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-petrecere-fetite-bucuresti","7e567b67-f68d-4c1b-9a86-43035e1c17c8","Animatori Petreceri Copii animatori petrecere fetite bucuresti | Kassia","Animatori Petreceri Copii animatori petrecere fetite bucuresti","animatori","bucuresti",725,"https://www.kassia.ro/animatori-petrecere-fetite-bucuresti/",false,false,0,"strong",false,"High quality content ready to rank","P2"
"https://www.kassia.ro/animatori-petrecere-baieti-bucuresti","c5df1a33-fdf8-4303-bf9e-966d6bf9029e","Animatori Petreceri Copii animatori petrecere baieti bucuresti | Kassia","Animatori Petreceri Copii animatori petrecere baieti bucuresti","animatori","bucuresti",725,"https://www.kassia.ro/animatori-petrecere-baieti-bucuresti/",false,false,0,"strong",false,"High quality content ready to rank","P2"
